CONCACAF ,  America/Cayenne                 , -3    
UEFA ,  Europe/Guernsey                 , +0    
CAF ,  Africa/Accra                    , +0    
NONE ,  Europe/Gibraltar                , +1    
NONE ,  America/Godthab                 , -3    
NONE ,  America/Danmarkshavn            , +0    
NONE ,  America/Scoresbysund            , -1    
NONE ,  America/Thule                   , -4    
CAF ,  Africa/Banjul                   , +0    
CAF ,  Africa/Conakry                  , +0    
CONCACAF ,  America/Guadeloupe              , -4    
CAF ,  Africa/Malabo                   , +1    
UEFA ,  Europe/Athens                   , +2    
NONE ,  Atlantic/South_Georgia          , -2    
CONCACAF ,  America/Guatemala               , -6    
OFC ,  Pacific/Guam                    , +10    
CAF ,  Africa/Bissau                   , +0    
CONCACAF ,  America/Guyana                  , -4    
AFC ,  Asia/Hong_Kong                  , +8    
CONCACAF ,  America/Tegucigalpa             , -6    
UEFA ,  Europe/Zagreb                   , +1    
CONCACAF ,  America/Port-au-Prince          , -5    
UEFA ,  Europe/Budapest                 , +1    
AFC ,  Asia/Jakarta                    , +7    
AFC ,  Asia/Pontianak                  , +7    
AFC ,  Asia/Makassar                   , +8    
AFC ,  Asia/Jayapura                   , +9    
UEFA ,  Europe/Dublin                   , +0    
UEFA ,  Asia/Jerusalem                  , +2    
NONE ,  Europe/Isle_of_Man              , +0    
AFC ,  Asia/Kolkata                    , +5.5
AFC ,  Indian/Chagos                   , +6    
AFC ,  Asia/Baghdad                    , +3    
AFC ,  Asia/Tehran                     , +3.5
UEFA ,  Atlantic/Reykjavik              , +0    
UEFA ,  Europe/Rome                     , +1    
NONE ,  Europe/Jersey                   , +0    
CONCACAF ,  America/Jamaica                 , -5    
AFC ,  Asia/Amman                      , +2    
AFC ,  Asia/Tokyo                      , +9    
CAF ,  Africa/Nairobi                  , +3    
AFC ,  Asia/Bishkek                    , +6    
AFC ,  Asia/Phnom_Penh                 , +7    
OFC ,  Pacific/Tarawa                  , +12    
OFC ,  Pacific/Enderbury               , +13    
OFC ,  Pacific/Kiritimati              , +14    
CAF ,  Indian/Comoro                   , +3    
CONCACAF ,  America/St_Kitts                , -4    
AFC ,  Asia/Pyongyang                  , +9    
AFC ,  Asia/Seoul                      , +9    
AFC ,  Asia/Kuwait                     , +3    
CONCACAF ,  America/Cayman                  , -5    
AFC ,  Asia/Almaty                     , +6    
AFC ,  Asia/Qyzylorda                  , +6    
AFC ,  Asia/Aqtobe                     , +5    
AFC ,  Asia/Aqtau                      , +5    
AFC ,  Asia/Oral                       , +5    
AFC ,  Asia/Vientiane                  , +7    
AFC ,  Asia/Beirut                     , +2    
CONCACAF ,  America/St_Lucia                , -4    
UEFA ,  Europe/Vaduz                    , +1    
AFC ,  Asia/Colombo                    , +5.5
CAF ,  Africa/Monrovia                 , +0    
CAF ,  Africa/Maseru                   , +2    
UEFA ,  Europe/Vilnius                  , +2    
UEFA ,  Europe/Luxembourg               , +1    
UEFA ,  Europe/Riga                     , +2    
CAF ,  Africa/Tripoli                  , +2    
CAF ,  Africa/Casablanca               , +0    
UEFA ,  Europe/Monaco                   , +1    
UEFA ,  Europe/Chisinau                 , +2    
UEFA ,  Europe/Podgorica                , +1    
CONCACAF ,  America/Marigot                 , -4    
CAF ,  Indian/Antananarivo             , +3    
OFC ,  Pacific/Majuro                  , +12    
OFC ,  Pacific/Kwajalein               , +12    
UEFA ,  Europe/Skopje                   , +1    
CAF ,  Africa/Bamako                   , +0    
AFC ,  Asia/Rangoon                    , +6.5
AFC ,  Asia/Ulaanbaatar                , +8    
AFC ,  Asia/Hovd                       , +7    
AFC ,  Asia/Choibalsan                 , +8    
AFC ,  Asia/Macau                      , +8    
OFC ,  Pacific/Saipan                  , +10    
CONCACAF ,  America/Martinique              , -4    
CAF ,  Africa/Nouakchott               , +0    
CONCACAF ,  America/Montserrat              , -4    
UEFA ,  Europe/Malta                    , +1    
CAF ,  Indian/Mauritius                , +4    
AFC ,  Indian/Maldives                 , +5    
CAF ,  Africa/Blantyre                 , +2    
CONCACAF ,  America/Mexico_City             , -6    
CONCACAF ,  America/Cancun                  , -6    
CONCACAF ,  America/Merida                  , -6    
CONCACAF ,  America/Monterrey               , -6    
CONCACAF ,  America/Matamoros               , -6    
CONCACAF ,  America/Mazatlan                , -7    
CONCACAF ,  America/Chihuahua               , -7    
CONCACAF ,  America/Ojinaga                 , -7    
CONCACAF ,  America/Hermosillo              , -7    
CONCACAF ,  America/Tijuana                 , -8    
CONCACAF ,  America/Santa_Isabel            , -8    
AFC ,  Asia/Kuala_Lumpur               , +8    
AFC ,  Asia/Kuching                    , +8    
CAF ,  Africa/Maputo                   , +2    
CAF ,  Africa/Windhoek                 , +1    
OFC ,  Pacific/Noumea                  , +11    
CAF ,  Africa/Niamey                   , +1    
NONE ,  Pacific/Norfolk                 , +11.5
CAF ,  Africa/Lagos                    , +1    
CONCACAF ,  America/Managua                 , -6    
UEFA ,  Europe/Amsterdam                , +1    
UEFA ,  Europe/Oslo                     , +1    
AFC ,  Asia/Kathmandu                  , +5.75
OFC ,  Pacific/Nauru                   , +12    
OFC ,  Pacific/Niue                    , -11    
OFC ,  Pacific/Auckland                , +12    
OFC ,  Pacific/Chatham                 , +12.75
AFC ,  Asia/Muscat                     , +4    
CONCACAF ,  America/Panama                  , -5    
CONCACAF ,  America/Lima                    , -5    
OFC ,  Pacific/Tahiti                  , -10    
OFC ,  Pacific/Marquesas               , -9.5
OFC ,  Pacific/Gambier                 , -9    
AFC ,  Pacific/Port_Moresby            , +10    
AFC ,  Asia/Manila                     , +8    
AFC,  Asia/Karachi                    , +6    
UEFA ,  Europe/Warsaw                   , +1    
CONCACAF ,  America/Miquelon                , -3    
NONE ,  Pacific/Pitcairn                , -8    
CONCACAF ,  America/Puerto_Rico             , -4    
AFC ,  Asia/Gaza                       , +2    
UEFA ,  Europe/Lisbon                   , +0    
UEFA ,  Atlantic/Madeira                , +0    
UEFA ,  Atlantic/Azores                 , -1    
OFC ,  Pacific/Palau                   , +9    
CONCACAF ,  America/Asuncion                , -4    
AFC ,  Asia/Qatar                      , +3    
AFC ,  Indian/Reunion                  , +4    
UEFA ,  Europe/Bucharest                , +2    
UEFA ,  Europe/Belgrade                 , +1    
UEFA ,  Europe/Kaliningrad              , +3    
UEFA ,  Europe/Moscow                   , +4    
UEFA ,  Europe/Volgograd                , +4    
UEFA ,  Europe/Samara                   , +4    
UEFA ,  Asia/Yekaterinburg              , +6    
UEFA ,  Asia/Omsk                       , +7    
UEFA ,  Asia/Novosibirsk                , +7    
UEFA ,  Asia/Novokuznetsk               , +7    
UEFA ,  Asia/Krasnoyarsk                , +8    
UEFA ,  Asia/Irkutsk                    , +9    
UEFA ,  Asia/Yakutsk                    , +10    
UEFA ,  Asia/Vladivostok                , +11    
UEFA ,  Asia/Sakhalin                   , +11    
UEFA ,  Asia/Magadan                    , +12    
UEFA ,  Asia/Kamchatka                  , +12    
UEFA ,  Asia/Anadyr                     , +12    
CAF ,  Africa/Kigali                   , +2    
AFC ,  Asia/Riyadh                     , +3    
OFC ,  Pacific/Guadalcanal             , +11    
AFC ,  Indian/Mahe                     , +4    
CAF ,  Africa/Khartoum                 , +3    
UEFA ,  Europe/Stockholm                , +1    
AFC ,  Asia/Singapore                  , +8    
NONE ,  Atlantic/St_Helena              , +0    
UEFA ,  Europe/Ljubljana                , +1    
UEFA ,  Europe/Bratislava               , +1    
CAF ,  Africa/Freetown                 , +0    
UEFA ,  Europe/San_Marino               , +1    
CAF ,  Africa/Dakar                    , +0    
CAF ,  Africa/Mogadishu                , +3    
CONCACAF ,  America/Paramaribo              , -3    
CAF ,  Africa/Sao_Tome                 , +0    
CONCACAF ,  America/El_Salvador             , -6    
AFC ,  Asia/Damascus                   , +2    
CAF ,  Africa/Mbabane                  , +2    
CONCACAF ,  America/Grand_Turk              , -5    
CAF ,  Africa/Ndjamena                 , +1    
AFC ,  Indian/Kerguelen                , +5    
CAF ,  Africa/Lome                     , +0    
AFC ,  Asia/Bangkok                    , +7    
AFC ,  Asia/Dushanbe                   , +5    
OFC ,  Pacific/Fakaofo                 , -10    
AFC ,  Asia/Dili                       , +9    
AFC ,  Asia/Ashgabat                   , +5    
CAF ,  Africa/Tunis                    , +1    
OFC ,  Pacific/Tongatapu               , +13    
UEFA ,  Europe/Istanbul                 , +2    
CONCACAF ,  America/Port_of_Spain           , -4    
OFC ,  Pacific/Funafuti                , +12    
AFC ,  Asia/Taipei                     , +8    
CAF ,  Africa/Dar_es_Salaam            , +3    
UEFA ,  Europe/Kiev                     , +2    
UEFA ,  Europe/Uzhgorod                 , +2    
UEFA ,  Europe/Zaporozhye               , +2    
UEFA ,  Europe/Simferopol               , +2    
CAF ,  Africa/Kampala                  , +3    
OFC ,  Pacific/Johnston                , -10    
OFC ,  Pacific/Midway                  , -11    
OFC ,  Pacific/Wake                    , +12    
CONCACAF ,  America/New_York                , -5    
CONCACAF ,  America/Detroit                 , -5    
CONCACAF ,  America/Kentucky/Louisville     , -5    
CONCACAF ,  America/Kentucky/Monticello     , -5    
CONCACAF ,  America/Indiana/Indianapolis    , -5    
CONCACAF ,  America/Indiana/Vincennes       , -5    
CONCACAF ,  America/Indiana/Winamac         , -5    
CONCACAF ,  America/Indiana/Marengo         , -5    
CONCACAF ,  America/Indiana/Petersburg      , -5    
CONCACAF ,  America/Indiana/Vevay           , -5    
CONCACAF ,  America/Chicago                 , -6    
CONCACAF ,  America/Indiana/Tell_City       , -6    
CONCACAF ,  America/Indiana/Knox            , -6    
CONCACAF ,  America/Menominee               , -6    
CONCACAF ,  America/North_Dakota/Center     , -6    
CONCACAF ,  America/North_Dakota/New_Salem  , -6    
CONCACAF ,  America/Denver                  , -7    
CONCACAF ,  America/Boise                   , -7    
CONCACAF ,  America/Shiprock                , -7    
CONCACAF ,  America/Phoenix                 , -7    
CONCACAF ,  America/Los_Angeles             , -8    
CONCACAF ,  America/Anchorage               , -9    
CONCACAF ,  America/Juneau                  , -9    
CONCACAF ,  America/Yakutat                 , -9    
CONCACAF ,  America/Nome                    , -9    
CONCACAF ,  America/Adak                    , -10    
CONCACAF ,  Pacific/Honolulu                , -10    
CONMEBOL ,  America/Montevideo              , -3    
AFC ,  Asia/Samarkand                  , +5    
AFC ,  Asia/Tashkent                   , +5    
NONE ,  Europe/Vatican                  , +1    
CONCACAF ,  America/St_Vincent              , -4    
CONMEBOL ,  America/Caracas                 , -4.5
CONCACAF ,  America/Tortola                 , -4    
CONCACAF ,  America/St_Thomas               , -4    
AFC ,  Asia/Ho_Chi_Minh                , +7    
OFC ,  Pacific/Efate                   , +11    
OFC ,  Pacific/Wallis                  , +12    
OFC ,  Pacific/Apia                    , -11    
AFC ,  Asia/Aden                       , +3    
AFC ,  Indian/Mayotte                  , +3    
CAF ,  Africa/Johannesburg             , +2    
CAF ,  Africa/Lusaka                   , +2    
CAF ,  Africa/Harare                   , +2    
